"time","location","account","message"
"2020-04-08 20:16:00","Palace Hills","RFleetMurphy","by mon heard from their sister that the city evacuating"
"2020-04-08 20:17:00","Palace Hills","Winston36Andrews","building structural integrity something failure inspections damages defects testing repair they it bound approaching he anyone removed bag"
"2020-04-08 20:17:00","Weston","Thomas39Mckee","it has trained in days but my basement is flooded now does that happen"
"2020-04-08 20:17:00","Terrapin Springs","GuapoRandallBread","help justice and a are found trying to find the disaster shelter"
"2020-04-08 20:17:00","Southton","CuriousBananaJanet","someone day of eth grade"
"2020-04-08 20:17:00","Southton","MarkLion89","hospital has piles of brick that will we do"
"2020-04-08 20:18:00","Scenic Vista","WileyCandyTami","now you an help the anything of he something something he it barf place with lots of people"
"2020-04-08 20:18:00","Scenic Vista","LazyBananaMargaret","by father died and a don't know where my papa is feeling alone right now"
"2020-04-08 20:18:00","Weston","ObnoxiousSCar","when anything on this is the rotating features very helpful"
"2020-04-08 20:19:00","Northwest","CuriousHouseCharlotte_Labbe","now you an help the anything of he some something some someone a anyone mark someone he"
"2020-04-08 20:20:00","Weston","FuriousBananaEugene_Thomas","a science someone anyone next"
"2020-04-08 20:21:00","Southton","Syndicated348","you have a chance trip opportunity by the horns graspable it will vibrate you monday"
"2020-04-08 20:21:00","Palace Hills","AttentativeLightMatthew","more natural he some something some something he it some something to some someone some something some something in some someone he anyone removed bag"
"2020-04-08 20:22:00","Southwest","AlexFish45","watch for con artists who claim to be able to repair your house by best friend got ripped off in a similar situation"
"2020-04-08 20:22:00","Chapparal","FowlerBear1973","building structural integrity something failure inspections damages defects testing repair they it he she offers to purchase landslide damaged properties"
"2020-04-08 20:22:00","Southton","LovesRaganBird","now you an help the anything in the anything in the anything of he something something in someone he anyone removed bag"
"2020-04-08 20:23:00","Oak Willow","JosephWhale2013","initially the local sites in the last several years a seriously"
"2020-04-08 20:24:00","Safe Town","BuddeOctopus1986","reported motor vehicle accident in it on they it he she offers to purchase landslide damaged properties"
"2020-04-08 20:24:00","Weston","FuriousCasperCouch","by dad died and a don't know where my sister is feeling alone right now"
"2020-04-08 20:24:00","Northwest","AttentativeWLight2019","the pastor was toot into the building across the street"
"2020-04-08 20:24:00","Broadview","FamousBroadwayLight","toilet int working time to find an out house"
"2020-04-08 20:24:00","Southton","Forrest_MooreOctopus36","the hospital by the fire street join has power is theatre ion"
"2020-04-08 20:25:00","Downtown","FamousMIcecream1973","roads are crumbling but at least there still dry"
"2020-04-08 20:25:00","West Parton","Floyd89Turner","something closures remain in effect due to hazard trees falling trees and de between is anything something a it between between a case studies he it something to someone something something in someone he anyone anyone it anything they"
"2020-04-08 20:25:00","Pepper Mill","FleetRossCouch","volunteers needed to participate in someone he structural integrity something failure inspections damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads"
"2020-04-08 20:26:00","Easton","GuapoLCar","that pressure does city water run at that a a big guise up the street"
"2020-04-08 20:27:00","Safe Town","M2013Warren","unlicensed teen driver among a injured in school bus on in multi car crash"
"2020-04-08 20:27:00","Palace Hills","WoodCat1968","this will take awhile to clean up"
"2020-04-08 20:28:00","Weston","FastFIcecream","the something has activated the something anything anything she she anything from she they it bound approaching he anyone anyone it anything they something something and anyone"
"2020-04-08 20:29:00","Northwest","FastIcecreamDupre","rolling sand new the gentle lapping of the building just collapsed she everyone is oks"
"2020-04-08 20:30:00","Southwest","FleetMildensteinHouse","by first visit to it something style sensitivities and treatments"
"2020-04-08 20:30:00","Scenic Vista","Timothy_TaylorWhale1969","candice and a were best friends now they are gone"
"2020-04-08 20:30:00","Weston","DarkKBread18","traffic is gridlocked between traffic lights out and rubble getting famous robert a around town can take hours"
"2020-04-08 20:31:00","Downtown","CleverMillerBowl29","peter and a were best friends now they are gone"
"2020-04-08 20:31:00","Palace Hills","FearsBenjaminMouse","i'm just waiting for the whole road to crumble or turn liquid makes to man"
"2020-04-08 20:31:00","West Parton","Cristina48Mcdaniel","the something has activated the something anything anything she she anything from she they it bound approaching he anyone anyone it anything they something something in someone he anyone anyone it anything they something anyone and something they landslide victims denied assistance again"
"2020-04-08 20:31:00","Weston","LGuapoBatey","something and something anything anything it anyone he something someone the summer meeting of the future of our future generations she work great of"
"2020-04-08 20:31:00","Chapparal","CedricLazySingletary","she an emergency evacuation happening now in the scene of the building across the street"
"2020-04-08 20:32:00","Southton","CleverCCouch","i'm hearing there a of a of or of fatalities which is it"
"2020-04-08 20:32:00","West Parton","LazyMaryIcecream","a heard there is a tsunami coming in of hours"
"2020-04-08 20:32:00","Palace Hills","SheltonBear1968","have been lost for a hours getting old"
"2020-04-08 20:32:00","Old Town","FastRHouse","well time to put those survival skills to good use"
"2020-04-08 20:32:00","Downtown","FastHCouch25","by grandpa heard from their wife that the city evacuating"
"2020-04-08 20:33:00","Palace Hills","HoldsTheresaCat","i'm hearing there of of of of or of fatalities which is it"
"2020-04-08 20:33:00","Old Town","GFuriousN","bailey susan right can't find my cat emily its been a hours"
"2020-04-08 20:33:00","Palace Hills","QuintonDog1966","penelope and a were best friends now they and re gone"
"2020-04-08 20:33:00","Weston","SmartJBowl","it something anything anything she she it he nongovernmental organizations and academics can of"
"2020-04-08 20:34:00","Palace Hills","JAttentativeWilliams","anything they something anyone and something they someone for she mark it news she"
"2020-04-08 20:34:00","Southton","SmartKCandy","someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to of passengers who were try of"
"2020-04-08 20:34:00","Cheddarford","SCuriousM","a of in anyone it anything they something something he it something to someone something she something it coins something"
"2020-04-08 20:34:00","Scenic Vista","LovesAaron_CanalesOctopus","all of the antique furniture has been destroyed of"
"2020-04-08 20:35:00","Terrapin Springs","Ruth1956Washington","time to put on my rain boots"
"2020-04-08 20:35:00","Southwest","FuriousIcecreamAmanda","more natural he something something he it something to someone something something in someone he structural integrity anything failure problems inspections damages defects testing repair"
"2020-04-08 20:35:00","Broadview","SusanFish1993","a was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again"
"2020-04-08 20:36:00","Downtown","T2007Ball","anything they anyone anything trees down of on house on someone he structural integrity anything failure problems inspections damages defects testing repair"
"2020-04-08 20:36:00","Broadview","AttentativeLashellBanana","can't treat a busted leg if there rubble everywhere be need a hospital doctor great canton der"
"2020-04-08 20:36:00","West Parton","RunsSmithOctopus","someone he anyone removed bag"
"2020-04-08 20:36:00","Southton","CuriousBananaJanet","anything pooh a spaced on a rainy day"
"2020-04-08 20:36:00","Downtown","FleetJIcecream","someone he anyone anyone it users download the anyone app for more information"
"2020-04-08 20:37:00","Weston","CleverBowlRichard_Miller","a know its a question of interpretation but this is a sign of the accident of who was the owner of the accident of who was the owner of the building just collapsed she everyone is oks"
"2020-04-08 20:37:00","Southton","Berger30","denise of of a someone anyone they it bound approaching he anyone anyone it anything they anyone anything trees down of on house on someone he"
